Cruise,Station,Depth,Treatment,Bottle,Hours,Stationary_Sampling,Cells,Cells_sd,DOC,DOC_sd,Initial_BC,Stationary_BC
AT38,5,10,Control,B,48,-999,395901907,24938075,-999,-999,1.2,0.6
AT38,5,10,Control,B,72,-999,958278467,78930021,-999,-999,3,1.4
AT38,5,10,Control,B,96,-999,963524517,106352282,-999,-999,3,1.4
AT38,5,10,Control,B,120,-999,963874253,78709314,-999,-999,3,1.4
AT38,5,10,Control,B,123,-999,-999,-999,-999,-999,3,1.4
AT38,5,10,Control,B,144,-999,1024028960,110900781,-999,-999,3.2,1.5
AT38,5,10,Control,B,168,-999,-999,-999,-999,-999,-999,-999
AT38,5,10,Control,B,192,-999,995000817,98731376,-999,-999,3.1,1.4
AT38,5,10,Control,B,216,-999,939042950,108126527,-999,-999,2.9,1.3
AT38,5,10,Control,B,240,-999,1077188933,103683143,-999,-999,3.3,1.5
AT38,5,10,Control,B,264,-999,1147136267,61245538,69,0.5,3.5,1.6
AT38,5,10,Control,B,720,-999,-999,-999,-999,-999,-999,-999
AT38,5,10,Control,B,744,-999,-999,-999,67.4,0,-999,-999
AT38,5,10,Control,B,1488,-999,-999,-999,65.3,0.4,-999,-999
AT38,6,10,Control,A,0,192,421782420,-999,61.8,0.2,1.5,0.7
AT38,6,10,Control,A,48,192,538594467,39705339,-999,-999,1.9,0.9
AT38,6,10,Control,A,72,192,773617507,63271306,-999,-999,2.8,1.2
AT38,6,10,Control,A,96,192,959677413,98744452,-999,-999,3.4,1.5
AT38,6,10,Control,A,120,192,1140141533,91200165,-999,-999,4.1,1.8
AT38,6,10,Control,A,144,192,1301020400,138941518,-999,-999,4.7,2.1
AT38,6,10,Control,A,152,192,-999,-999,-999,-999,4.8,2.1
AT38,6,10,Control,A,168,192,1381459833,74646911,-999,-999,5,2.2
AT38,6,10,Control,A,192,192,1387288778,168222255,59.8,0.3,5,2.2
AT38,6,10,Control,A,672,192,-999,-999,58.6,0.1,-999,-999
AT38,6,10,Control,A,720,192,-999,-999,-999,-999,-999,-999
AT38,6,10,Control,A,1416,192,-999,-999,57.6,0.5,-999,-999
AT38,6,10,Control,B,0,192,421782420,-999,61.4,0.1,1.5,0.5
AT38,6,10,Control,B,48,192,605743907,51103590,-999,-999,2.2,0.7
AT38,6,10,Control,B,72,192,770819613,49548085,-999,-999,2.8,0.9
AT38,6,10,Control,B,96,192,853357467,50223722,-999,-999,3.1,1
AT38,6,10,Control,B,120,192,961076360,89951775,-999,-999,3.4,1.1
AT38,6,10,Control,B,144,192,1592467622,78531072,-999,-999,5.7,1.9
AT38,6,10,Control,B,168,192,1909562200,140088830,-999,-999,6.8,2.2
AT38,6,10,Control,B,192,192,1552830800,108917934,59.3,0.1,5.6,1.8
AT38,6,10,Control,B,196,192,-999,-999,-999,-999,5.6,1.8
AT38,6,10,Control,B,672,192,-999,-999,57.5,0.4,-999,-999
AT38,6,10,Control,B,720,192,-999,-999,-999,-999,-999,-999
AT38,6,10,Control,B,1416,192,-999,-999,55.6,-999,-999,-999
AT38,6,10,SynLys,C,0,192,421782420,-999,66.4,0.4,1.5,1.1
AT38,6,10,SynLys,C,48,192,756830147,63064761,-999,-999,2.7,2
AT38,6,10,SynLys,C,72,192,1305683556,163764641,-999,-999,4.7,3.4
AT38,6,10,SynLys,C,96,192,2023809511,169848146,-999,-999,7.3,5.2
AT38,6,10,SynLys,C,120,192,2294272533,241292955,-999,-999,8.2,5.9
AT38,6,10,SynLys,C,144,192,2301267267,133735854,-999,-999,8.2,5.9
AT38,6,10,SynLys,C,168,192,2283780433,202626048,-999,-999,8.2,5.9
AT38,6,10,SynLys,C,192,192,2353727767,200603782,62.1,0.2,8.4,6.1
AT38,6,10,SynLys,C,672,192,-999,-999,61.2,3.5,-999,-999
AT38,6,10,SynLys,C,720,192,-999,-999,-999,-999,-999,-999
AT38,6,10,SynLys,C,1416,192,-999,-999,54.7,1.3,-999,-999
AT38,6,10,SynLys,D,0,192,421782420,-999,67.8,0.7,1.5,0.9
AT38,6,10,SynLys,D,48,192,660302827,42636647,-999,-999,2.4,1.5
AT38,6,10,SynLys,D,72,192,1629772867,104946903,-999,-999,5.8,3.7
AT38,6,10,SynLys,D,96,192,1914225356,88919800,-999,-999,6.9,4.3
AT38,6,10,SynLys,D,118,192,-999,-999,-999,-999,8.1,5.1
AT38,6,10,SynLys,D,120,192,2305930422,121625054,-999,-999,8.3,5.2
AT38,6,10,SynLys,D,144,192,2476135600,279205830,-999,-999,8.9,5.6
AT38,6,10,SynLys,D,168,192,2388701433,154703304,-999,-999,8.6,5.4
AT38,6,10,SynLys,D,192,192,2388701433,154703304,62.9,0.6,8.6,5.4
AT38,6,10,SynLys,D,672,192,-999,-999,61.7,1.5,-999,-999
AT38,6,10,SynLys,D,720,192,-999,-999,-999,-999,-999,-999
AT38,6,10,SynLys,D,1416,192,-999,-999,60.4,0.9,-999,-999
